d,vy,vx,proximity
1,1.240014706614954,0.2690311350172794,0.2136611445826231
1,1.240014706614954,0.2690327573391187,0.2231742117816503
1,1.240014706614954,0.2690343796609581,0.2331367705179952
1,1.240014706614954,0.2690360019827975,0.2438259402984585
1,1.240014706614954,0.2690376243046369,0.2542098703875222
1,1.240014706614954,0.2690392466264763,0.2652169185503539
1,1.240014706614954,0.2690408689483157,0.2767013672445261
1,1.240014706614954,0.2690424912701551,0.2879621624320013
1,1.240014706614954,0.2690441135919945,0.2962029900653721
1,1.240014706614954,0.2690457359138339,0.2861131619446077
1,1.240014706614954,0.2690473582356733,0.275828370353083
1,1.240014706614954,0.2690489805575127,0.2656990538453749
1,1.240014706614954,0.2690506028793521,0.255740084944454
1,1.240014706614954,0.2690522252011915,0.2458407154590381
1,1.240014706614954,0.2690538475230309,0.2355862516599116
1,1.240014706614954,0.2690554698448703,0.2255256754352835
1,1.240014706614954,0.2690570921667097,0.2156806853938402
1,1.240014706614954,0.269058714488549,0.2060763350672824
1,1.240014706614954,0.2690603368103884,0.1961251557283286
1,1.240014706614954,0.2690619591322278,0.1862974568096542
1,1.240014706614954,0.2690635814540672,0.1767616539079864
1,1.240014706614954,0.2690652037759066,0.1675589900026366
1,1.240014706614954,0.269066826097746,0.1585238970202979
1,1.240014706614954,0.2690684484195854,0.149260565041239
1,1.240014706614954,0.2690700707414248,0.1404371528418625
1,1.240014706614954,0.2690716930632642,0.1321291862887964
1,1.240014706614954,0.2690733153851036,0.1244263073935651
1,1.240014706614954,0.269074937706943,0.1170446681015756
1,1.240014706614954,0.2690765600287824,0.1253881316336378
1,1.240014706614954,0.2690781823506218,0.1360066802129751
1,1.240014706614954,0.2690798046724612,0.1471117654042142
1,1.240014706614954,0.2690814269943006,0.1583168536767726
1,1.240014706614954,0.2690830493161399,0.170343748136685
1,1.240014706614954,0.2690846716379793,0.1828351979988413
1,1.240014706614954,0.2690862939598187,0.1950956933265916
1,1.240014706614954,0.2690879162816581,0.2079494411076634
1,1.240014706614954,0.2690895386034975,0.2213130467161202
1,1.240014706614954,0.2690911609253369,0.2344992411990622
1,1.240014706614954,0.2690927832471763,0.2479218190253555
1,1.240014706614954,0.2690944055690157,0.2617611456450398
1,1.240014706614954,0.2690960278908551,0.2759745197834963
1,1.240014706614954,0.2690976502126945,0.2899139660193864
1,1.240014706614954,0.2690992725345339,0.2985111247964266
1,1.240014706614954,0.2691008948563733,0.2900327818026907
1,1.240014706614954,0.2691025171782127,0.2815746465159802
1,1.240014706614954,0.2691041395000521,0.2730008719375695
1,1.240014706614954,0.2691057618218915,0.2646602004027277
1,1.240014706614954,0.2691073841437308,0.2565757815514348
1,1.240014706614954,0.2691090064655703,0.248772670950392
1,1.240014706614954,0.2691106287874096,0.2573079508841551
1,1.2400173380983532,0.2690311350172794,0.2266058492532967
1,1.2400173380983532,0.2690327573391187,0.2377126172672316
1,1.2400173380983532,0.2690343796609581,0.2486047948672582
1,1.2400173380983532,0.2690360019827975,0.2601215782504584
1,1.2400173380983532,0.2690376243046369,0.271978871410739
1,1.2400173380983532,0.2690392466264763,0.2836979228866208
1,1.2400173380983532,0.2690408689483157,0.2925061214574609
1,1.2400173380983532,0.2690424912701551,0.2825509712458027
1,1.2400173380983532,0.2690441135919945,0.2724332263518543
1,1.2400173380983532,0.2690457359138339,0.2624730716879142
1,1.2400173380983532,0.2690473582356733,0.2526862290446652
1,1.2400173380983532,0.2690489805575127,0.2430319776745251
1,1.2400173380983532,0.2690506028793521,0.2329704096733205
1,1.2400173380983532,0.2690522252011915,0.2231097279041698
1,1.2400173380983532,0.2690538475230309,0.2134730677560383
1,1.2400173380983532,0.2690554698448703,0.2040870480956436
1,1.2400173380983532,0.2690570921667097,0.1945688615785439
1,1.2400173380983532,0.269058714488549,0.1850068363488377
1,1.2400173380983532,0.2690603368103884,0.1757552560891153
1,1.2400173380983532,0.2690619591322278,0.1668579684564952
1,1.2400173380983532,0.2690635814540672,0.1583662431386991
1,1.2400173380983532,0.2690652037759066,0.1496486161032925
1,1.2400173380983532,0.269066826097746,0.1412567828823634
1,1.2400173380983532,0.2690684484195854,0.1334187821022255
1,1.2400173380983532,0.2690700707414248,0.1262252268322323
1,1.2400173380983532,0.2690716930632642,0.1197786905276698
1,1.2400173380983532,0.2690733153851036,0.1295747767602857
1,1.2400173380983532,0.269074937706943,0.1404192405416343
1,1.2400173380983532,0.2690765600287824,0.1522166036249187
1,1.2400173380983532,0.2690781823506218,0.1639550489248261
1,1.2400173380983532,0.2690798046724612,0.1760956094515109
1,1.2400173380983532,0.2690814269943006,0.1888843899383741
1,1.2400173380983532,0.2690830493161399,0.2019634497276675
1,1.2400173380983532,0.2690846716379793,0.2148853330301879
1,1.2400173380983532,0.2690862939598187,0.2282997170156244
1,1.2400173380983532,0.2690879162816581,0.2421448666143759
1,1.2400173380983532,0.2690895386034975,0.2560211305341394
1,1.2400173380983532,0.2690911609253369,0.2699080829607699
1,1.2400173380983532,0.2690927832471763,0.2841628291320452
1,1.2400173380983532,0.2690944055690157,0.2987533834102617
1,1.2400173380983532,0.2690960278908551,0.2974658160733631
1,1.2400173380983532,0.2690976502126945,0.2894538980402614
1,1.2400173380983532,0.2690992725345339,0.2914938788214211
1,1.2400173380983532,0.2691008948563733,0.2824666697830837
1,1.2400173380983532,0.2691025171782127,0.2447883292649091
1,1.2400173380983532,0.2691041395000521,0.2082341023246378
1,1.2400173380983532,0.2691057618218915,0.1750970532504321
1,1.2400173380983532,0.2691073841437308,0.1454750099162793
1,1.2400173380983532,0.2691090064655703,0.1236494011442791
1,1.2400173380983532,0.2691106287874096,0.1366979004793886
1,1.2400199695817522,0.2690311350172794,0.2447111184869847
1,1.2400199695817522,0.2690327573391187,0.25668062914876
1,1.2400199695817522,0.2690343796609581,0.2689882079498999
1,1.2400199695817522,0.2690360019827975,0.2811111330589406
1,1.2400199695817522,0.2690376243046369,0.2892767610470639
1,1.2400199695817522,0.2690392466264763,0.2795055598669219
1,1.2400199695817522,0.2690408689483157,0.2695988917708026
1,1.2400199695817522,0.2690424912701551,0.2598561672018347
1,1.2400199695817522,0.2690441135919945,0.2502942676350944
1,1.2400199695817522,0.2690457359138339,0.24093216166153
1,1.2400199695817522,0.2690473582356733,0.2311577202187478
1,1.2400199695817522,0.2690489805575127,0.2215700526684898
1,1.2400199695817522,0.2690506028793521,0.2122216375582243
1,1.2400199695817522,0.2690522252011915,0.2031410837603088
1,1.2400199695817522,0.2690538475230309,0.1941779199039198
